# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
INPP5J	INPP5J	NM_001284287.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
INPP5J	INPP5J	NM_001284288.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
INPP5J	INPP5J	NM_001284289.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ISX	ISX	NM_001303508.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
KCNJ4	KCNJ4	NM_004981.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KCNJ4	KCNJ4	NM_152868.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KCTD17	KCTD17	NM_001282684.1	protein_coding	0	7	3	5	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	7	0
KCTD17	KCTD17	NM_001282685.1	protein_coding	0	3	2	10	4	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	3	0
KCTD17	KCTD17	NM_001282686.1	protein_coding	1	3	2	9	2	0	0	0	0	0	0	5	0	2	2	0	0	0	0	1	0	3	0
KCTD17	KCTD17	NM_024681.3	protein_coding	0	6	3	6	0	0	0	0	0	0	0	5	0	1	3	0	0	0	0	0	0	6	0
KDELR3	KDELR3	NM_006855.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
KDELR3	KDELR3	NM_016657.2	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
KIAA1671	KIAA1671	NM_001145206.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KREMEN1	KREMEN1	NM_001039570.3	protein_coding	0	9	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	9	0
KREMEN1	KREMEN1	NM_032045.5	protein_coding	0	9	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	9	0
L3MBTL2	L3MBTL2	NM_031488.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
L3MBTL2-AS1	L3MBTL2-AS1	NR_148200.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LARGE1	LARGE1	NM_001362949.1	protein_coding	0	31	5	1	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	31	0
LARGE1	LARGE1	NM_001362951.1	protein_coding	0	31	5	1	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	31	0
LARGE1	LARGE1	NM_001362953.1	protein_coding	0	31	5	1	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	31	0
LARGE1	LARGE1	NM_004737.6	protein_coding	0	31	5	1	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	31	0
LARGE1	LARGE1	NM_133642.4	protein_coding	0	31	5	1	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	31	0
LGALS2	LGALS2	NM_006498.3	protein_coding	0	0	1	5	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0
LIF	LIF	NM_001257135.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LIF	LIF	NM_002309.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LIF-AS1	LIF-AS1	NR_149070.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LIMK2	LIMK2	NM_001031801.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LIMK2	LIMK2	NM_005569.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LIMK2	LIMK2	NM_016733.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC01311	LINC01311	NR_103767.1		0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
LINC01589	LINC01589	NR_131244.1		0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	LL22NC03-63E9.3	NR_027426.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100506679	LOC100506679	NR_125362.1		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LOC100507599	LOC100507599	NR_144529.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927051	LOC101927051	NR_109952.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929829	LOC101929829	NR_111920.1		1	2	0	13	0	0	0	0	0	0	0	0	0	2	0	14	1	2	0	0	0	0	0
LOC102724378	LOC102724378	NR_160696.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC102724378	LOC102724378	NR_160697.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC102724770	LOC102724770	NM_001368242.1	protein_coding	0	1	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0
LOC102724788	LOC102724788.2	NM_001368249.1.2	protein_coding	1	25	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	25	0
LOC102724788	LOC102724788.2	NM_001368250.1	protein_coding	1	20	7	12	0	2	8	0	0	0	0	0	0	4	7	0	0	0	0	1	0	18	0
LOC105373021	LOC105373021	NR_134623.1		0	0	0	7	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
LOC105373051	LOC105373051	NR_134632.1		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC105373100	LOC105373100	NR_134637.1		0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LOC107985544	LOC107985544	NR_146603.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LOC91370	LOC91370	NR_148946.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LZTR1	LZTR1	NM_006767.4	protein_coding	0	329	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	8	0	0	0	328	0
MAPK1	MAPK1	NM_002745.4	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK1	MAPK1	NM_138957.3	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP2	MAPK8IP2	NM_012324.6	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MCAT	MCAT	NM_014507.3	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MCAT	MCAT	NM_173467.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MCAT	MCAT	NR_046423.1		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
MCHR1	MCHR1	NM_005297.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MCM5	MCM5	NM_006739.4	protein_coding	0	12	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0
MEI1	MEI1	NM_152513.4	protein_coding	0	3	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
MGAT3	MGAT3	NM_001098270.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MGAT3	MGAT3	NM_002409.5	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MICAL3	MICAL3	NM_001122731.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MICAL3	MICAL3	NM_001136004.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MICAL3	MICAL3	NM_015241.3	protein_coding	0	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
MIEF1	MIEF1	NM_001304564.1	protein_coding	0	1	2	10	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	1	0
MIEF1	MIEF1	NM_019008.5	protein_coding	0	1	2	10	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	1	0
MIEF1	MIEF1	NR_130789.1		0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0
MIEF1	MIEF1	NR_130790.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MIOX	MIOX	NM_017584.6	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
MIR1281	MIR1281	NR_031694.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR1306	MIR1306	NR_031706.1		0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MIR185	MIR185	NR_029706.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR33A	MIR33A	NR_029507.1		0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MIR3618	MIR3618	NR_037412.1		0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MIR378I	MIR378I	NR_039760.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MIR4761	MIR4761	NR_039918.1		0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8
MIR649	MIR649	NR_030379.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR658	MIR658	NR_030395.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR659	MIR659	NR_030396.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6819	MIR6819	NR_106877.1		0	0	0	46	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	12
MIR6821	MIR6821	NR_106879.1		0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIR6889	MIR6889	NR_106949.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR7109	MIR7109	NR_106959.1		0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MLC1	MLC1	NM_015166.3	protein_coding	0	14	11	0	0	0	0	0	1	0	2	0	0	0	8	0	0	1	0	0	0	14	0
MLC1	MLC1	NM_139202.2	protein_coding	0	14	11	0	0	0	0	0	1	0	2	0	0	0	8	0	0	1	0	0	0	14	0
MMP11	MMP11	NM_005940.5.2	protein_coding	0	1	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	1
MMP11	MMP11	NR_133013.2		0	0	0	13	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	1
MN1	MN1	NM_002430.3	protein_coding	2	4	3	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	4	0
MORC2	MORC2	NM_001303256.3	protein_coding	0	30	6	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	30	0
MORC2	MORC2	NM_001303257.2	protein_coding	0	30	6	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	30	0
MORC2	MORC2	NM_014941.3	protein_coding	0	28	6	3	0	0	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	28	0
MORC2-AS1	MORC2-AS1	NR_026920.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MOV10L1	MOV10L1	NM_001164104.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
MOV10L1	MOV10L1	NM_001164105.1	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
MOV10L1	MOV10L1	NM_018995.3	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
MRPL40	MRPL40	NM_001318151.2	protein_coding	0	1	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
MRPL40	MRPL40	NM_001318152.1	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
MRPL40	MRPL40	NM_003776.3	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
MRTFA	MRTFA	NM_001282660.2	protein_coding	0	16	12	8	0	0	0	0	1	0	0	8	0	0	11	0	0	0	0	0	0	16	0
MRTFA	MRTFA	NM_001282661.3	protein_coding	0	16	12	8	0	0	0	0	1	0	0	8	0	0	11	0	0	0	0	0	0	16	0
MRTFA	MRTFA	NM_001282662.3	protein_coding	0	13	12	11	3	0	0	0	1	0	0	8	0	0	11	0	0	0	0	0	0	13	0
MRTFA	MRTFA	NM_001318139.2	protein_coding	0	16	12	8	0	0	0	0	1	0	0	8	0	0	11	0	0	0	0	0	0	16	0
MRTFA	MRTFA	NM_020831.6	protein_coding	0	16	12	8	0	0	0	0	1	0	0	8	0	0	11	0	0	0	0	0	0	16	0
MYH9	MYH9	NM_002473.5	protein_coding	0	100	19	1	0	0	0	0	0	0	0	0	0	1	19	0	0	4	0	0	0	100	0
MYO18B	MYO18B	NM_001318245.2	protein_coding	0	52	31	0	0	0	0	0	0	0	0	0	0	0	31	0	0	4	0	0	0	52	0
MYO18B	MYO18B	NM_032608.7	protein_coding	0	52	31	0	0	0	0	0	0	0	0	0	0	0	31	0	0	4	0	0	0	52	0
NAGA	NAGA	NM_000262.3	protein_coding	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
NAGA	NAGA	NM_001362848.1	protein_coding	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
NAGA	NAGA	NM_001362850.1	protein_coding	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
NCAPH2	NCAPH2	NM_001185011.2	protein_coding	0	2	1	46	16	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	2	0
NCAPH2	NCAPH2	NM_014551.4	protein_coding	0	1	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0
NCAPH2	NCAPH2	NM_152299.4	protein_coding	0	2	1	46	16	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	2	0
NCF4	NCF4	NM_000631.5	protein_coding	0	9	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	9	0
NCF4	NCF4	NM_013416.3	protein_coding	0	6	3	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0
NCF4-AS1	NCF4-AS1	NR_147197.1		0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3
NDUFA6	NDUFA6	NM_002490.6	protein_coding	0	3	2	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
NDUFA6-DT	NDUFA6-DT	NR_034118.2		0	0	0	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5
NEFH	NEFH	NM_021076.4	protein_coding	0	26	18	0	0	0	0	1	0	1	1	0	0	0	15	0	0	0	0	0	0	26	0
NF2	NF2	NM_000268.3	protein_coding	0	232	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	9	0	0	0	230	0
NF2	NF2	NM_016418.5	protein_coding	0	225	2	7	7	0	0	0	0	0	0	0	0	2	2	0	0	9	0	0	0	223	0
NF2	NF2	NM_181825.3	protein_coding	0	225	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	9	0	0	0	223	0
NF2	NF2	NM_181828.3	protein_coding	0	210	2	22	7	0	0	0	0	0	0	0	0	17	2	0	0	9	0	0	0	208	0
NF2	NF2	NM_181829.3	protein_coding	0	209	2	23	7	0	0	0	0	0	0	0	0	18	2	0	0	8	0	0	0	207	0
NF2	NF2	NM_181830.3	protein_coding	0	194	2	38	7	0	0	0	0	0	0	0	0	33	2	0	0	8	0	0	0	192	0
NF2	NF2	NM_181831.3	protein_coding	0	194	2	31	0	0	0	0	0	0	0	0	0	33	2	0	0	8	0	0	0	192	0
NF2	NF2	NM_181832.3	protein_coding	0	225	2	7	7	0	0	0	0	0	0	0	0	2	2	0	0	9	0	0	0	223	0
NF2	NF2	NM_181833.2	protein_coding	0	67	0	167	0	0	0	0	0	0	0	0	0	168	0	0	0	3	0	0	0	66	0
NF2	NF2	NR_156186.2		0	9	0	225	0	0	0	0	0	0	0	0	0	2	0	232	0	9	0	0	0	0	0
NFAM1	NFAM1	NM_001318323.3	protein_coding	0	0	1	4	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
NFAM1	NFAM1	NM_001371362.1	protein_coding	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
NFAM1	NFAM1	NM_145912.8	protein_coding	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
NOL12	NOL12	NM_024313.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ODF3B	ODF3B	NM_001014440.3	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
OSBP2	OSBP2	NM_001282738.1	protein_coding	0	4	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0
OSBP2	OSBP2	NM_001282739.2	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
OSBP2	OSBP2	NM_001282740.2	protein_coding	0	2	2	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_001282741.1	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
OSBP2	OSBP2	NM_001282742.1	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_030758.4	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
P2RX6	P2RX6	NM_001159554.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P2RX6	P2RX6	NM_001349874.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P2RX6	P2RX6	NM_001349875.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P2RX6	P2RX6	NM_001349876.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P2RX6	P2RX6	NM_005446.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PANX2	PANX2	NM_001160300.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PANX2	PANX2	NM_052839.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PANX2	PANX2	NR_027691.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PARVB	PARVB	NM_001003828.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PARVB	PARVB	NM_001243385.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PARVB	PARVB	NM_001243386.1	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PARVB	PARVB	NM_013327.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PARVG	PARVG	NM_001137605.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDGFB	PDGFB	NM_002608.4	protein_coding	0	3	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
PDGFB	PDGFB	NM_033016.3	protein_coding	0	3	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
PES1	PES1	NM_001282327.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PES1	PES1	NM_001282328.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PEX26	PEX26	NM_001127649.3	protein_coding	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PEX26	PEX26	NM_001199319.1	protein_coding	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PEX26	PEX26	NM_017929.6	protein_coding	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PI4KA	PI4KA	NM_001362862.1	protein_coding	0	22	2	12	0	0	1	1	0	1	0	0	0	6	0	0	0	1	0	0	0	22	5
PI4KA	PI4KA	NM_001362863.1	protein_coding	0	22	2	12	0	0	1	1	0	1	0	0	0	6	0	0	0	1	0	0	0	22	5
PI4KA	PI4KA	NM_058004.4	protein_coding	0	22	2	12	0	0	1	1	0	1	0	0	0	6	0	0	0	1	0	0	0	22	5
PICK1	PICK1	NM_001039583.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PICK1	PICK1	NM_001039584.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PICK1	PICK1	NM_012407.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIM3	PIM3	NM_001001852.4	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
PISD	PISD	NM_001326411.1	protein_coding	0	2	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326412.1	protein_coding	0	2	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326413.2	protein_coding	0	2	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326414.2	protein_coding	0	2	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326415.2	protein_coding	0	2	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326416.2	protein_coding	0	2	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326417.2	protein_coding	0	2	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326418.2	protein_coding	0	2	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326419.2	protein_coding	0	2	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326420.2	protein_coding	0	2	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0
PISD	PISD	NM_001326421.1	protein_coding	0	0	2	3	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
PISD	PISD	NM_014338.3	protein_coding	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PISD	PISD	NM_178022.2	protein_coding	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PIWIL3	PIWIL3	NM_001008496.3	protein_coding	0	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
PIWIL3	PIWIL3	NM_001255975.1	protein_coding	0	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
PIWIL3	PIWIL3	NR_045648.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NR_045649.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
PKDREJ	PKDREJ	NM_006071.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G3	PLA2G3	NM_015715.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001004426.2	protein_coding	0	36	3	3	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	35	0
PLA2G6	PLA2G6	NM_001199562.3	protein_coding	0	36	3	3	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	35	0
PLA2G6	PLA2G6	NM_001349864.2	protein_coding	0	36	3	3	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	35	0
PLA2G6	PLA2G6	NM_001349865.2	protein_coding	0	36	3	3	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	35	0
PLA2G6	PLA2G6	NM_001349866.2	protein_coding	0	36	3	3	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	35	0
PLA2G6	PLA2G6	NM_001349867.2	protein_coding	0	30	1	14	0	3	11	0	0	0	0	0	0	4	1	0	0	1	0	0	0	26	0
PLA2G6	PLA2G6	NM_001349868.2	protein_coding	0	27	2	16	0	3	11	0	0	0	0	0	0	6	2	0	0	1	0	0	0	23	0
PLA2G6	PLA2G6	NM_001349869.2	protein_coding	0	30	1	14	0	3	11	0	0	0	0	0	0	4	1	0	0	1	0	0	0	26	0
PLA2G6	PLA2G6	NM_003560.4	protein_coding	0	36	3	3	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	35	0
